hhidpn,hhidpn_padded,hhid,pn,respondent_type_w8,respondent_type_w9,respondent_type_w10,respondent_type_w11,respondent_type_w12,respondent_type_w13,lb_record_present_w8,who_answered_raw_w8,lb_rtype_raw_w8,lb_eligible_raw_w8,lb_completion_mode_raw_w8,lb_record_present_w9,who_answered_raw_w9,lb_rtype_raw_w9,lb_eligible_raw_w9,lb_completion_mode_raw_w9,lb_record_present_w10,who_answered_raw_w10,lb_rtype_raw_w10,lb_eligible_raw_w10,lb_completion_mode_raw_w10,lb_record_present_w11,who_answered_raw_w11,lb_rtype_raw_w11,lb_eligible_raw_w11,lb_completion_mode_raw_w11,lb_record_present_w12,who_answered_raw_w12,lb_rtype_raw_w12,lb_eligible_raw_w12,lb_completion_mode_raw_w12,lb_record_present_w13,who_answered_raw_w13,lb_rtype_raw_w13,lb_eligible_raw_w13,lb_completion_mode_raw_w13,n_lb_wave_records,n_respondent_type_observed,n_code1_waves,n_code2_waves,first_lb_wave,last_lb_wave
533304020,533304020,533304,020,,,,,,,0,,,,,0,,,,,1,,3,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,4,0,0,0,10,13
533316010,533316010,533316,010,,,,,,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,4,0,0,0,10,13
533316020,533316020,533316,020,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
533317010,533317010,533317,010,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,4,0,0,0,10,13
533317020,533317020,533317,020,,,,,,1,0,,,,,0,,,,,0,,,,,1,,4,1,1,1,,1,5,,1,1,4,1,1,3,1,1,0,11,13
533333010,533333010,533333,010,,,1,,,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,4,1,1,0,10,13
533333020,533333020,533333,020,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
533334010,533334010,533334,010,,,1,,,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,0,,,,,0,,,,,2,1,1,0,10,11
533334020,533334020,533334,020,,,,,,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,0,,,,,0,,,,,2,0,0,0,10,11
533356010,533356010,533356,010,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,4,0,0,0,10,13
533356020,533356020,533356,020,,,,2,,,0,,,,,0,,,,,1,,1,5,,1,2,4,1,1,1,,1,5,,1,,4,1,5,4,1,0,1,10,13
533366010,533366010,533366,010,,,2,,1,,0,,,,,0,,,,,1,2,4,1,1,1,,1,5,,1,1,2,1,1,1,,1,5,,4,2,1,1,10,13
533368010,533368010,533368,010,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
533368020,533368020,533368,020,,,,,,,0,,,,,0,,,,,1,,4,1,5,0,,,,,0,,,,,1,,1,5,,2,0,0,0,10,13
533375010,533375010,533375,010,,,1,,,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,4,1,1,0,10,13
533375020,533375020,533375,020,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
533397010,533397010,533397,010,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,0,,,,,0,,,,,2,0,0,0,10,11
533397020,533397020,533397,020,,,,,,,0,,,,,0,,,,,1,,1,5,,0,,,,,0,,,,,0,,,,,1,0,0,0,10,10
533410010,533410010,533410,010,,,2,,1,,0,,,,,0,,,,,1,2,4,1,1,1,,1,5,,1,1,4,1,1,0,,,,,3,2,1,1,10,12
533410020,533410020,533410,020,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,0,,,,,3,2,2,0,10,12
533420010,533420010,533420,010,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
533432010,533432010,533432,010,,,,,,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,4,0,0,0,10,13
533432011,533432011,533432,011,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,1,5,,1,0,0,0,13,13
533432020,533432020,533432,020,,,,,,,0,,,,,0,,,,,1,,4,1,5,0,,,,,0,,,,,0,,,,,1,0,0,0,10,10
533438010,533438010,533438,010,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
533438020,533438020,533438,020,,,,,,1,0,,,,,0,,,,,1,,1,5,,1,,4,1,1,1,,1,5,,1,1,4,1,1,4,1,1,0,10,13
533452010,533452010,533452,010,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,0,,,,,3,2,2,0,10,12
533452020,533452020,533452,020,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,0,,,,,3,2,2,0,10,12
533454010,533454010,533454,010,,,2,,1,,0,,,,,0,,,,,1,2,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,1,1,10,13
533454020,533454020,533454,020,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
533458020,533458020,533458,020,,,,,,1,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,0,,,,,1,1,4,1,1,3,1,1,0,10,13
533465010,533465010,533465,010,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
533472010,533472010,533472,010,,,,,,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,4,0,0,0,10,13
533472020,533472020,533472,020,,,,,,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,4,0,0,0,10,13
533476010,533476010,533476,010,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,4,0,0,0,10,13
533478010,533478010,533478,010,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
533478020,533478020,533478,020,,,2,,2,,0,,,,,0,,,,,1,2,4,1,1,1,,1,5,,1,2,4,1,1,1,,1,5,,4,2,0,2,10,13
533487010,533487010,533487,010,,,1,,,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,4,1,1,0,10,13
533489010,533489010,533489,010,,,,1,,,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,0,,,,,3,1,1,0,10,12
533489020,533489020,533489,020,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,0,,,,,3,0,0,0,10,12
533490010,533490010,533490,010,,,,,1,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,4,1,1,0,10,13
533491010,533491010,533491,010,,,,,,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,,4,1,5,0,,,,,3,0,0,0,10,12
533505010,533505010,533505,010,,,,,,1,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,1,4,1,1,4,1,1,0,10,13
533505020,533505020,533505,020,,,,,,1,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,1,4,1,1,4,1,1,0,10,13
533506010,533506010,533506,010,,,1,,,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,4,1,1,0,10,13
533510010,533510010,533510,010,,,,,1,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,4,1,1,0,10,13
533511010,533511010,533511,010,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
533522010,533522010,533522,010,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
533522020,533522020,533522,020,,,,1,,,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,4,1,1,0,10,13
533535010,533535010,533535,010,,,1,,,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,4,1,1,0,10,13
533538010,533538010,533538,010,,,,,,,0,,,,,0,,,,,1,,4,1,5,0,,,,,0,,,,,0,,,,,1,0,0,0,10,10
533542010,533542010,533542,010,,,,1,,,0,,,,,0,,,,,1,,1,5,1,1,1,4,1,1,1,,1,5,,0,,,,,3,1,1,0,10,12
533542020,533542020,533542,020,,,,,,,0,,,,,0,,,,,0,,,,,1,,4,1,1,1,,1,5,,0,,,,,2,0,0,0,11,12
533574010,533574010,533574,010,,,,,,1,0,,,,,0,,,,,1,,1,5,,1,,4,1,1,1,,1,5,,1,1,4,1,1,4,1,1,0,10,13
533574020,533574020,533574,020,,,,,,1,0,,,,,0,,,,,1,,1,5,,1,,4,1,1,1,,1,5,,1,1,4,1,1,4,1,1,0,10,13
533575020,533575020,533575,020,,,,,,,0,,,,,0,,,,,1,,1,5,,0,,,,,0,,,,,1,,4,1,5,2,0,0,0,10,13
533591010,533591010,533591,010,,,,,,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,4,0,0,0,10,13
533591020,533591020,533591,020,,,,,,,0,,,,,0,,,,,1,,3,1,5,0,,,,,1,,3,1,5,1,,1,5,,3,0,0,0,10,13
533600010,533600010,533600,010,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
533605010,533605010,533605,010,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
533609010,533609010,533609,010,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
533620010,533620010,533620,010,,,,,1,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,4,1,1,0,10,13
533620020,533620020,533620,020,,,,,1,,0,,,,,0,,,,,1,,2,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,4,1,1,0,10,13
533624020,533624020,533624,020,,,1,,,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,0,,,,,0,,,,,2,1,1,0,10,11
533628010,533628010,533628,010,,,2,,1,,0,,,,,0,,,,,1,2,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,1,1,10,13
533628020,533628020,533628,020,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
533634010,533634010,533634,010,,,,,,1,0,,,,,0,,,,,1,,1,5,,1,,4,1,1,1,,1,5,,1,1,4,1,1,4,1,1,0,10,13
533635010,533635010,533635,010,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
533644010,533644010,533644,010,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
533644020,533644020,533644,020,,,,,,2,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,2,4,1,1,4,1,0,1,10,13
533656010,533656010,533656,010,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,4,0,0,0,10,13
533656020,533656020,533656,020,,,1,1,,1,0,,,,,0,,,,,1,1,1,5,1,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,3,3,0,10,13
533667010,533667010,533667,010,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
533668010,533668010,533668,010,,,,,1,,0,,,,,0,,,,,1,,4,1,1,1,,1,5,,1,1,4,1,1,0,,,,,3,1,1,0,10,12
533675010,533675010,533675,010,,,,,,1,0,,,,,0,,,,,1,,1,5,,1,,4,1,1,1,,1,5,,1,1,4,1,1,4,1,1,0,10,13
533675020,533675020,533675,020,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
533684010,533684010,533684,010,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
533717010,533717010,533717,010,,,,,,,0,,,,,0,,,,,0,,,,,1,,4,1,5,0,,,,,0,,,,,1,0,0,0,11,11
533717020,533717020,533717,020,,,,1,,,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,0,,,,,3,1,1,0,10,12
533720010,533720010,533720,010,,,,,,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,,4,1,5,0,,,,,3,0,0,0,10,12
533720020,533720020,533720,020,,,,,,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,,4,1,5,0,,,,,3,0,0,0,10,12
533736010,533736010,533736,010,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,0,,,,,1,,2,1,5,3,0,0,0,10,13
533736020,533736020,533736,020,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
533741010,533741010,533741,010,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,4,0,0,0,10,13
533756010,533756010,533756,010,,,,,,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,4,0,0,0,10,13
533756020,533756020,533756,020,,,,,,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,4,0,0,0,10,13
533762010,533762010,533762,010,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,4,0,0,0,10,13
533762020,533762020,533762,020,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
533774010,533774010,533774,010,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,4,1,1,0,,,,,0,,,,,2,0,0,0,10,11
533774020,533774020,533774,020,,,,1,,,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,0,,,,,0,,,,,2,1,1,0,10,11
533776010,533776010,533776,010,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
533776020,533776020,533776,020,,,,1,,,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,4,1,1,0,10,13
533777010,533777010,533777,010,,,,1,,,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,0,,,,,0,,,,,2,1,1,0,10,11
533796010,533796010,533796,010,,,,,,,0,,,,,0,,,,,1,,2,1,5,1,,1,5,,0,,,,,0,,,,,2,0,0,0,10,11
533796020,533796020,533796,020,,,,,,,0,,,,,0,,,,,0,,,,,1,,1,5,,0,,,,,0,,,,,1,0,0,0,11,11
533798010,533798010,533798,010,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
533799010,533799010,533799,010,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,4,1,1,1,,1,5,,0,,,,,3,0,0,0,10,12
533799020,533799020,533799,020,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,2,1,5,1,,1,5,,1,,4,1,5,4,0,0,0,10,13
533804010,533804010,533804,010,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,0,,,,,0,,,,,2,0,0,0,10,11
533811010,533811010,533811,010,,,,,,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,4,0,0,0,10,13
533817010,533817010,533817,010,,,,,,,0,,,,,0,,,,,1,,4,1,5,0,,,,,0,,,,,0,,,,,1,0,0,0,10,10
533831010,533831010,533831,010,,,,,,,0,,,,,0,,,,,1,,1,5,,1,3,4,1,4,1,,1,5,,1,3,4,1,4,4,0,0,0,10,13
533834010,533834010,533834,010,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
533834020,533834020,533834,020,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
533856010,533856010,533856,010,,,1,,,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,3,4,1,4,1,,1,5,,4,1,1,0,10,13
533874010,533874010,533874,010,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,4,1,1,1,,1,5,,1,,4,1,5,4,0,0,0,10,13
533882010,533882010,533882,010,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
533882020,533882020,533882,020,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
533894010,533894010,533894,010,,,,,,1,0,,,,,0,,,,,1,,1,5,,1,,4,1,1,1,,1,5,,1,1,4,1,1,4,1,1,0,10,13
533894011,533894011,533894,011,,,,,,1,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,1,4,1,1,1,1,1,0,13,13
533900010,533900010,533900,010,,,1,,,1,0,,,,,0,,,,,1,1,1,5,1,1,,4,1,5,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
533904010,533904010,533904,010,,,,,,,0,,,,,0,,,,,1,,1,5,,0,,,,,1,,1,5,,1,,4,1,5,3,0,0,0,10,13
533911010,533911010,533911,010,,,,,1,,0,,,,,0,,,,,1,,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,1,1,0,10,13
533911020,533911020,533911,020,,,,,1,,0,,,,,0,,,,,1,,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,1,1,0,10,13
533944010,533944010,533944,010,,,,,1,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,4,1,1,0,10,13
533944011,533944011,533944,011,,,,,1,,0,,,,,0,,,,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,2,1,1,0,12,13
533949010,533949010,533949,010,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,2,1,5,1,,1,5,,1,,2,1,5,4,0,0,0,10,13
533955010,533955010,533955,010,,,,,1,,0,,,,,0,,,,,1,,2,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,1,1,0,10,13
533955020,533955020,533955,020,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
533968010,533968010,533968,010,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
533968020,533968020,533968,020,,,,,1,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,4,1,1,0,10,13
533970010,533970010,533970,010,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
533970020,533970020,533970,020,,,,,,1,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,1,4,1,1,4,1,1,0,10,13
533973010,533973010,533973,010,,,,,,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,0,,,,,1,,1,5,,3,0,0,0,10,13
533976010,533976010,533976,010,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,4,0,0,0,10,13
533977010,533977010,533977,010,,,,,,1,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,0,,,,,1,1,4,1,1,3,1,1,0,10,13
533977020,533977020,533977,020,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,4,0,0,0,10,13
533980010,533980010,533980,010,,,,1,,,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,4,1,1,0,10,13
533980020,533980020,533980,020,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
533989010,533989010,533989,010,,,,1,,,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,0,,,,,3,1,1,0,10,12
533994010,533994010,533994,010,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,4,0,0,0,10,13
533999010,533999010,533999,010,,,,,,1,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,1,4,1,1,4,1,1,0,10,13
534003010,534003010,534003,010,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
534005010,534005010,534005,010,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,2,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
534019010,534019010,534019,010,,,1,,,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,0,,,,,0,,,,,2,1,1,0,10,11
534023010,534023010,534023,010,,,,,1,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,4,1,1,0,10,13
534023020,534023020,534023,020,,,,,,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,4,0,0,0,10,13
534024010,534024010,534024,010,,,,,,,0,,,,,0,,,,,1,,4,1,5,0,,,,,0,,,,,1,,1,5,,2,0,0,0,10,13
534032010,534032010,534032,010,,,,,1,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,4,1,1,0,10,13
534032020,534032020,534032,020,,,,,1,,0,,,,,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,3,1,1,0,11,13
534040010,534040010,534040,010,,,,1,,,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,0,,,,,3,1,1,0,10,12
534040020,534040020,534040,020,,,,,,1,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,1,4,1,1,1,1,1,0,13,13
534040021,534040021,534040,021,,,,,,1,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,1,4,1,1,1,1,1,0,13,13
534050010,534050010,534050,010,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,0,,,,,1,,4,1,5,3,0,0,0,10,13
534059020,534059020,534059,020,,,,,,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,0,,,,,0,,,,,2,0,0,0,10,11
534069010,534069010,534069,010,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
534071010,534071010,534071,010,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
534078010,534078010,534078,010,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
534093010,534093010,534093,010,,,,1,,,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,2,1,5,4,1,1,0,10,13
534106010,534106010,534106,010,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,4,1,1,1,,1,5,,1,,4,1,1,4,0,0,0,10,13
534113010,534113010,534113,010,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,4,0,0,0,10,13
534129010,534129010,534129,010,,,,,,,0,,,,,0,,,,,1,,4,1,5,0,,,,,0,,,,,1,,1,5,,2,0,0,0,10,13
534140010,534140010,534140,010,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,4,0,0,0,10,13
534140020,534140020,534140,020,,,,1,,,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,0,,,,,1,,2,1,5,3,1,1,0,10,13
534145010,534145010,534145,010,,,,,1,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,4,1,1,0,10,13
534145020,534145020,534145,020,,,,,,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,4,0,0,0,10,13
534150010,534150010,534150,010,,,,,,1,0,,,,,0,,,,,1,,1,5,,1,,4,1,1,1,,1,5,,1,1,4,1,1,4,1,1,0,10,13
534150020,534150020,534150,020,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
534159010,534159010,534159,010,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
534159020,534159020,534159,020,,,1,,1,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,4,2,2,0,10,13
534168010,534168010,534168,010,,,,,,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,,4,1,1,1,,1,5,,4,0,0,0,10,13
534168020,534168020,534168,020,,,,,1,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,4,1,1,0,10,13
534169010,534169010,534169,010,,,,,1,,0,,,,,0,,,,,1,,4,1,5,0,,,,,1,1,4,1,1,1,,1,5,,3,1,1,0,10,13
534169020,534169020,534169,020,,,,,1,,0,,,,,0,,,,,1,,4,1,5,0,,,,,1,1,4,1,1,1,,1,5,,3,1,1,0,10,13
534178010,534178010,534178,010,,,,,,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,4,0,0,0,10,13
534178020,534178020,534178,020,,,,,,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,,4,1,5,0,,,,,3,0,0,0,10,12
534186010,534186010,534186,010,,,1,,,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,4,1,1,0,10,13
534186020,534186020,534186,020,,,1,,,,0,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,4,1,1,0,10,13
534191010,534191010,534191,010,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,4,0,0,0,10,13
534191020,534191020,534191,020,,,,,,1,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,1,4,1,1,4,1,1,0,10,13
534195010,534195010,534195,010,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,,2,1,5,4,0,0,0,10,13
534195020,534195020,534195,020,,,,,,,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,,2,1,5,4,0,0,0,10,13
534197010,534197010,534197,010,,,,1,,1,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,4,2,2,0,10,13
