hhidpn,hhidpn_padded,hhid,pn,year,wave,respondent_type,who_answered_raw,lb_rtype_raw,lb_eligible_raw,lb_completion_mode_raw,lb_record_present,source_who_answered_variable
520668010,520668010,520668,010,2014,12,,,4,1,5,1,OLB077
520668010,520668010,520668,010,2016,13,,,1,5,,1,PLB077
520668020,520668020,520668,020,2010,10,1,1,4,1,1,1,MLB051
520668020,520668020,520668,020,2012,11,,,1,5,,1,NLB085
520668020,520668020,520668,020,2014,12,,,4,1,5,1,OLB077
520668020,520668020,520668,020,2016,13,,,1,5,,1,PLB077
520670010,520670010,520670,010,2010,10,,,2,1,5,1,MLB051
520670010,520670010,520670,010,2012,11,,,1,5,,1,NLB085
520670010,520670010,520670,010,2014,12,1,1,2,1,1,1,OLB077
520670010,520670010,520670,010,2016,13,,,1,5,,1,PLB077
520670020,520670020,520670,020,2010,10,1,1,2,1,1,1,MLB051
520670020,520670020,520670,020,2012,11,,,1,5,,1,NLB085
520670020,520670020,520670,020,2014,12,1,1,2,1,1,1,OLB077
520670020,520670020,520670,020,2016,13,,,1,5,,1,PLB077
520671010,520671010,520671,010,2010,10,,,4,1,5,1,MLB051
520671010,520671010,520671,010,2012,11,,,1,5,,1,NLB085
520671010,520671010,520671,010,2014,12,,,4,1,5,1,OLB077
520671010,520671010,520671,010,2016,13,,,1,5,,1,PLB077
520672010,520672010,520672,010,2010,10,,,1,5,,1,MLB051
520672010,520672010,520672,010,2012,11,,,4,1,5,1,NLB085
520672010,520672010,520672,010,2014,12,,,1,5,,1,OLB077
520672010,520672010,520672,010,2016,13,,,4,1,5,1,PLB077
520679010,520679010,520679,010,2010,10,,,1,5,,1,MLB051
520679010,520679010,520679,010,2012,11,,,4,1,5,1,NLB085
520679010,520679010,520679,010,2014,12,,,1,5,,1,OLB077
520680010,520680010,520680,010,2010,10,,9,4,1,1,1,MLB051
520680010,520680010,520680,010,2012,11,,,1,5,,1,NLB085
520680010,520680010,520680,010,2014,12,,,4,1,5,1,OLB077
520680020,520680020,520680,020,2010,10,2,2,4,1,1,1,MLB051
520682010,520682010,520682,010,2010,10,,,1,5,,1,MLB051
520682010,520682010,520682,010,2014,12,,,1,5,,1,OLB077
520702010,520702010,520702,010,2010,10,,,1,5,,1,MLB051
520702010,520702010,520702,010,2012,11,1,1,4,1,1,1,NLB085
520702010,520702010,520702,010,2014,12,,,1,5,,1,OLB077
520702010,520702010,520702,010,2016,13,1,1,4,1,1,1,PLB077
520719010,520719010,520719,010,2010,10,1,1,4,1,1,1,MLB051
520719010,520719010,520719,010,2012,11,,,1,5,,1,NLB085
520719010,520719010,520719,010,2014,12,1,1,4,1,1,1,OLB077
520719010,520719010,520719,010,2016,13,,,1,5,,1,PLB077
520722010,520722010,520722,010,2010,10,,,1,5,,1,MLB051
520722010,520722010,520722,010,2012,11,,,4,1,5,1,NLB085
520722020,520722020,520722,020,2010,10,,,1,5,,1,MLB051
520722020,520722020,520722,020,2012,11,1,1,4,1,1,1,NLB085
520736010,520736010,520736,010,2010,10,1,1,4,1,1,1,MLB051
520736010,520736010,520736,010,2012,11,,,1,5,,1,NLB085
520736010,520736010,520736,010,2014,12,1,1,4,1,1,1,OLB077
520736010,520736010,520736,010,2016,13,,,1,5,,1,PLB077
520738010,520738010,520738,010,2010,10,,,1,5,,1,MLB051
520738010,520738010,520738,010,2012,11,1,1,4,1,1,1,NLB085
520738010,520738010,520738,010,2014,12,,,1,5,,1,OLB077
520738010,520738010,520738,010,2016,13,1,1,4,1,1,1,PLB077
520738020,520738020,520738,020,2010,10,,,1,5,,1,MLB051
520738020,520738020,520738,020,2012,11,1,1,4,1,1,1,NLB085
520738020,520738020,520738,020,2014,12,,,1,5,,1,OLB077
520738020,520738020,520738,020,2016,13,1,1,4,1,1,1,PLB077
520741010,520741010,520741,010,2010,10,,,4,1,5,1,MLB051
520741010,520741010,520741,010,2012,11,,,1,5,,1,NLB085
520741010,520741010,520741,010,2014,12,1,1,4,1,1,1,OLB077
520748010,520748010,520748,010,2012,11,,,1,5,,1,NLB085
520748010,520748010,520748,010,2014,12,,,4,1,5,1,OLB077
520748010,520748010,520748,010,2016,13,,,1,5,,1,PLB077
520748020,520748020,520748,020,2010,10,2,2,2,1,1,1,MLB051
520748020,520748020,520748,020,2012,11,,,1,5,,1,NLB085
520748020,520748020,520748,020,2014,12,1,1,2,1,1,1,OLB077
520748020,520748020,520748,020,2016,13,,,1,5,,1,PLB077
520753010,520753010,520753,010,2010,10,,,4,1,5,1,MLB051
520753010,520753010,520753,010,2012,11,,,1,5,,1,NLB085
520753010,520753010,520753,010,2014,12,1,1,2,1,1,1,OLB077
520753010,520753010,520753,010,2016,13,,,1,5,,1,PLB077
520759010,520759010,520759,010,2010,10,1,1,4,1,1,1,MLB051
520759010,520759010,520759,010,2012,11,,,1,5,,1,NLB085
520759020,520759020,520759,020,2010,10,1,1,4,1,1,1,MLB051
520759020,520759020,520759,020,2012,11,,,1,5,,1,NLB085
520772010,520772010,520772,010,2010,10,,,2,1,5,1,MLB051
520772010,520772010,520772,010,2012,11,,,1,5,,1,NLB085
520772010,520772010,520772,010,2014,12,,,4,1,5,1,OLB077
520772010,520772010,520772,010,2016,13,,,1,5,,1,PLB077
520773010,520773010,520773,010,2010,10,,,1,5,,1,MLB051
520773010,520773010,520773,010,2012,11,,,4,1,5,1,NLB085
520773010,520773010,520773,010,2014,12,,,1,5,,1,OLB077
520773010,520773010,520773,010,2016,13,,,4,1,5,1,PLB077
520773020,520773020,520773,020,2010,10,,,1,5,,1,MLB051
520773020,520773020,520773,020,2012,11,2,2,4,1,1,1,NLB085
520773020,520773020,520773,020,2014,12,,,1,5,,1,OLB077
520773020,520773020,520773,020,2016,13,,,3,1,5,1,PLB077
520790010,520790010,520790,010,2010,10,,,1,5,,1,MLB051
520790010,520790010,520790,010,2012,11,1,1,4,1,1,1,NLB085
520790010,520790010,520790,010,2014,12,,,1,5,,1,OLB077
520790010,520790010,520790,010,2016,13,1,1,4,1,1,1,PLB077
520794010,520794010,520794,010,2010,10,1,1,4,1,1,1,MLB051
520794010,520794010,520794,010,2012,11,,,1,5,,1,NLB085
520794010,520794010,520794,010,2014,12,,,4,1,5,1,OLB077
520794010,520794010,520794,010,2016,13,,,1,5,,1,PLB077
520794020,520794020,520794,020,2010,10,1,1,4,1,1,1,MLB051
520794020,520794020,520794,020,2012,11,,,1,5,,1,NLB085
520794020,520794020,520794,020,2014,12,,,4,1,1,1,OLB077
520794020,520794020,520794,020,2016,13,,,1,5,,1,PLB077
520796010,520796010,520796,010,2010,10,1,1,4,1,1,1,MLB051
520796010,520796010,520796,010,2012,11,,,1,5,,1,NLB085
520796010,520796010,520796,010,2016,13,,,1,5,,1,PLB077
520796020,520796020,520796,020,2010,10,1,1,2,1,1,1,MLB051
520796020,520796020,520796,020,2012,11,,,1,5,,1,NLB085
520796020,520796020,520796,020,2016,13,,,1,5,,1,PLB077
520801010,520801010,520801,010,2010,10,1,1,4,1,1,1,MLB051
520801010,520801010,520801,010,2012,11,,,1,5,,1,NLB085
520801010,520801010,520801,010,2014,12,1,1,4,1,1,1,OLB077
520801010,520801010,520801,010,2016,13,,,1,5,,1,PLB077
520801020,520801020,520801,020,2010,10,1,1,4,1,1,1,MLB051
520801020,520801020,520801,020,2012,11,,,1,5,,1,NLB085
520801020,520801020,520801,020,2014,12,1,1,4,1,1,1,OLB077
520801020,520801020,520801,020,2016,13,,,1,5,,1,PLB077
520804010,520804010,520804,010,2010,10,,,4,1,5,1,MLB051
520804010,520804010,520804,010,2012,11,,,1,5,,1,NLB085
520804010,520804010,520804,010,2014,12,,,2,1,5,1,OLB077
520808010,520808010,520808,010,2010,10,1,1,4,1,1,1,MLB051
520808010,520808010,520808,010,2012,11,,,1,5,,1,NLB085
520808010,520808010,520808,010,2014,12,1,1,4,1,1,1,OLB077
520808010,520808010,520808,010,2016,13,,,1,5,,1,PLB077
520811010,520811010,520811,010,2010,10,1,1,4,1,1,1,MLB051
520811010,520811010,520811,010,2012,11,,,1,5,,1,NLB085
520811010,520811010,520811,010,2014,12,,,4,1,5,1,OLB077
520811010,520811010,520811,010,2016,13,,,1,5,,1,PLB077
520818010,520818010,520818,010,2010,10,,,1,5,,1,MLB051
520818010,520818010,520818,010,2012,11,1,1,4,1,1,1,NLB085
520818010,520818010,520818,010,2014,12,,,1,5,,1,OLB077
520818020,520818020,520818,020,2010,10,,,1,5,,1,MLB051
520818020,520818020,520818,020,2012,11,1,1,4,1,1,1,NLB085
520818020,520818020,520818,020,2014,12,,,1,5,,1,OLB077
520818020,520818020,520818,020,2016,13,1,1,4,1,1,1,PLB077
520826010,520826010,520826,010,2014,12,,,1,5,,1,OLB077
520826010,520826010,520826,010,2016,13,,,3,1,5,1,PLB077
520826020,520826020,520826,020,2010,10,,,1,5,,1,MLB051
520826020,520826020,520826,020,2012,11,1,1,4,1,1,1,NLB085
520826020,520826020,520826,020,2014,12,,,1,5,,1,OLB077
520826020,520826020,520826,020,2016,13,1,1,4,1,1,1,PLB077
520830010,520830010,520830,010,2010,10,,,1,5,,1,MLB051
520830010,520830010,520830,010,2012,11,1,1,4,1,1,1,NLB085
520830010,520830010,520830,010,2014,12,,,1,5,,1,OLB077
520830010,520830010,520830,010,2016,13,1,1,4,1,1,1,PLB077
520830020,520830020,520830,020,2010,10,,,1,5,,1,MLB051
520830020,520830020,520830,020,2012,11,1,1,4,1,1,1,NLB085
520830020,520830020,520830,020,2014,12,,,1,5,,1,OLB077
520830020,520830020,520830,020,2016,13,1,1,4,1,1,1,PLB077
520836010,520836010,520836,010,2010,10,,,1,5,,1,MLB051
520836010,520836010,520836,010,2012,11,,,4,1,5,1,NLB085
520836010,520836010,520836,010,2014,12,,,1,5,,1,OLB077
520836010,520836010,520836,010,2016,13,,,4,1,5,1,PLB077
520836020,520836020,520836,020,2012,11,,,2,1,5,1,NLB085
520836020,520836020,520836,020,2014,12,,,1,5,,1,OLB077
520836020,520836020,520836,020,2016,13,,,3,1,5,1,PLB077
520840010,520840010,520840,010,2010,10,,,1,5,,1,MLB051
520840010,520840010,520840,010,2012,11,1,1,4,1,1,1,NLB085
520840010,520840010,520840,010,2014,12,,,1,5,,1,OLB077
520840010,520840010,520840,010,2016,13,1,1,4,1,1,1,PLB077
520840020,520840020,520840,020,2010,10,,,1,5,,1,MLB051
520840020,520840020,520840,020,2012,11,1,1,4,1,1,1,NLB085
520840020,520840020,520840,020,2014,12,,,1,5,,1,OLB077
520840020,520840020,520840,020,2016,13,1,1,4,1,1,1,PLB077
520845010,520845010,520845,010,2010,10,,,1,5,,1,MLB051
520845010,520845010,520845,010,2012,11,,,4,1,1,1,NLB085
520845010,520845010,520845,010,2014,12,,,1,5,,1,OLB077
520845010,520845010,520845,010,2016,13,1,1,4,1,1,1,PLB077
520845020,520845020,520845,020,2012,11,1,1,4,1,1,1,NLB085
520845020,520845020,520845,020,2016,13,1,1,4,1,1,1,PLB077
520859010,520859010,520859,010,2010,10,,,1,5,,1,MLB051
520859010,520859010,520859,010,2014,12,,,1,5,,1,OLB077
520861010,520861010,520861,010,2010,10,1,1,4,1,1,1,MLB051
520861010,520861010,520861,010,2012,11,,,1,5,,1,NLB085
520861010,520861010,520861,010,2014,12,1,1,4,1,1,1,OLB077
520861010,520861010,520861,010,2016,13,,,1,5,,1,PLB077
520862010,520862010,520862,010,2010,10,1,1,4,1,1,1,MLB051
520862010,520862010,520862,010,2012,11,,,1,5,,1,NLB085
520862010,520862010,520862,010,2014,12,1,1,4,1,1,1,OLB077
520862010,520862010,520862,010,2016,13,,,1,5,,1,PLB077
520862020,520862020,520862,020,2010,10,,,4,1,5,1,MLB051
520862020,520862020,520862,020,2012,11,,,1,5,,1,NLB085
520862020,520862020,520862,020,2014,12,1,1,4,1,1,1,OLB077
520862020,520862020,520862,020,2016,13,,,1,5,,1,PLB077
520883010,520883010,520883,010,2010,10,,,1,5,,1,MLB051
520883010,520883010,520883,010,2012,11,,3,4,1,4,1,NLB085
520883010,520883010,520883,010,2014,12,,,1,5,,1,OLB077
520883010,520883010,520883,010,2016,13,,,4,1,1,1,PLB077
520890010,520890010,520890,010,2010,10,1,1,4,1,1,1,MLB051
520890020,520890020,520890,020,2010,10,2,2,4,1,1,1,MLB051
520890020,520890020,520890,020,2012,11,,,1,5,,1,NLB085
520894010,520894010,520894,010,2010,10,1,1,4,1,1,1,MLB051
520894010,520894010,520894,010,2012,11,,,1,5,,1,NLB085
520894010,520894010,520894,010,2014,12,1,1,4,1,1,1,OLB077
520894010,520894010,520894,010,2016,13,,,1,5,,1,PLB077
520905010,520905010,520905,010,2010,10,,,1,5,,1,MLB051
520905010,520905010,520905,010,2012,11,1,1,4,1,1,1,NLB085
520905010,520905010,520905,010,2014,12,,,1,5,,1,OLB077
520905010,520905010,520905,010,2016,13,1,1,4,1,1,1,PLB077
520917010,520917010,520917,010,2010,10,,,4,1,5,1,MLB051
520917010,520917010,520917,010,2012,11,,,1,5,,1,NLB085
520917010,520917010,520917,010,2014,12,,,4,1,5,1,OLB077
520917010,520917010,520917,010,2016,13,,,1,5,,1,PLB077
520936010,520936010,520936,010,2010,10,,,1,5,,1,MLB051
520936010,520936010,520936,010,2012,11,,,4,1,5,1,NLB085
520936020,520936020,520936,020,2010,10,,,1,5,,1,MLB051
520936020,520936020,520936,020,2012,11,1,1,4,1,1,1,NLB085
520946010,520946010,520946,010,2010,10,,,1,5,,1,MLB051
520946010,520946010,520946,010,2012,11,,,4,1,5,1,NLB085
520946010,520946010,520946,010,2014,12,,,1,5,,1,OLB077
520946010,520946010,520946,010,2016,13,,,4,1,5,1,PLB077
520951010,520951010,520951,010,2010,10,1,1,4,1,1,1,MLB051
520951010,520951010,520951,010,2012,11,,,1,5,,1,NLB085
520951010,520951010,520951,010,2014,12,1,1,4,1,1,1,OLB077
520951010,520951010,520951,010,2016,13,,,1,5,,1,PLB077
520951020,520951020,520951,020,2010,10,1,1,4,1,1,1,MLB051
520951020,520951020,520951,020,2012,11,,,1,5,,1,NLB085
520951020,520951020,520951,020,2014,12,1,1,4,1,1,1,OLB077
520951020,520951020,520951,020,2016,13,,,1,5,,1,PLB077
520952010,520952010,520952,010,2010,10,,,1,5,,1,MLB051
520952010,520952010,520952,010,2012,11,1,1,4,1,1,1,NLB085
520952010,520952010,520952,010,2014,12,,,1,5,,1,OLB077
520952010,520952010,520952,010,2016,13,1,1,4,1,1,1,PLB077
520952020,520952020,520952,020,2010,10,,,1,5,,1,MLB051
520952020,520952020,520952,020,2012,11,,,4,1,1,1,NLB085
520952020,520952020,520952,020,2014,12,,,1,5,,1,OLB077
520952020,520952020,520952,020,2016,13,1,1,4,1,1,1,PLB077
520954010,520954010,520954,010,2010,10,,,1,5,,1,MLB051
520954020,520954020,520954,020,2010,10,,,1,5,,1,MLB051
520955010,520955010,520955,010,2010,10,,,1,5,,1,MLB051
520955010,520955010,520955,010,2012,11,,,4,1,5,1,NLB085
520955020,520955020,520955,020,2010,10,,,1,5,,1,MLB051
520955020,520955020,520955,020,2012,11,,,4,1,5,1,NLB085
520959010,520959010,520959,010,2010,10,,,1,5,,1,MLB051
520959010,520959010,520959,010,2012,11,,,4,1,5,1,NLB085
520959010,520959010,520959,010,2014,12,,,1,5,,1,OLB077
520959010,520959010,520959,010,2016,13,1,1,4,1,1,1,PLB077
520959020,520959020,520959,020,2010,10,,,1,5,,1,MLB051
520959020,520959020,520959,020,2012,11,1,1,4,1,1,1,NLB085
520959020,520959020,520959,020,2014,12,,,1,5,,1,OLB077
520959020,520959020,520959,020,2016,13,,,2,1,5,1,PLB077
520960010,520960010,520960,010,2010,10,,,1,5,,1,MLB051
520960010,520960010,520960,010,2012,11,1,1,4,1,1,1,NLB085
520960010,520960010,520960,010,2014,12,,,1,5,,1,OLB077
520960020,520960020,520960,020,2010,10,,,1,5,,1,MLB051
520960020,520960020,520960,020,2012,11,1,1,4,1,1,1,NLB085
520960020,520960020,520960,020,2014,12,,,1,5,,1,OLB077
520960020,520960020,520960,020,2016,13,1,1,4,1,1,1,PLB077
520976010,520976010,520976,010,2010,10,,,4,1,5,1,MLB051
520976010,520976010,520976,010,2012,11,,,1,5,,1,NLB085
520976010,520976010,520976,010,2014,12,,,4,1,5,1,OLB077
520976010,520976010,520976,010,2016,13,,,1,5,,1,PLB077
520976020,520976020,520976,020,2010,10,,,4,1,5,1,MLB051
520976020,520976020,520976,020,2012,11,,,1,5,,1,NLB085
520976020,520976020,520976,020,2014,12,,,4,1,5,1,OLB077
520976020,520976020,520976,020,2016,13,,,1,5,,1,PLB077
520979010,520979010,520979,010,2010,10,,,3,1,5,1,MLB051
520979010,520979010,520979,010,2012,11,,,1,5,,1,NLB085
520979010,520979010,520979,010,2014,12,,,2,1,5,1,OLB077
520979020,520979020,520979,020,2010,10,,,4,1,5,1,MLB051
520979020,520979020,520979,020,2012,11,,,1,5,,1,NLB085
520979020,520979020,520979,020,2014,12,,,4,1,5,1,OLB077
520980010,520980010,520980,010,2010,10,,,4,1,5,1,MLB051
520980010,520980010,520980,010,2012,11,,,1,5,,1,NLB085
520980010,520980010,520980,010,2014,12,,,2,1,5,1,OLB077
520980020,520980020,520980,020,2010,10,1,1,4,1,1,1,MLB051
520980020,520980020,520980,020,2012,11,,,1,5,,1,NLB085
520980020,520980020,520980,020,2014,12,,,4,1,5,1,OLB077
520980020,520980020,520980,020,2016,13,,,1,5,,1,PLB077
520982010,520982010,520982,010,2010,10,,,4,1,5,1,MLB051
520982010,520982010,520982,010,2012,11,,,1,5,,1,NLB085
520982010,520982010,520982,010,2014,12,1,1,4,1,1,1,OLB077
520982010,520982010,520982,010,2016,13,,,1,5,,1,PLB077
520982020,520982020,520982,020,2012,11,,,1,5,,1,NLB085
520982020,520982020,520982,020,2014,12,1,1,4,1,1,1,OLB077
520982020,520982020,520982,020,2016,13,,,1,5,,1,PLB077
520993010,520993010,520993,010,2010,10,,,1,5,,1,MLB051
520993020,520993020,520993,020,2010,10,,,1,5,,1,MLB051
520998010,520998010,520998,010,2010,10,,,1,5,,1,MLB051
520998010,520998010,520998,010,2012,11,,,4,1,5,1,NLB085
520998010,520998010,520998,010,2014,12,,,1,5,,1,OLB077
520998010,520998010,520998,010,2016,13,,,4,1,5,1,PLB077
521010010,521010010,521010,010,2010,10,,,1,5,,1,MLB051
521010010,521010010,521010,010,2012,11,1,1,4,1,1,1,NLB085
521010010,521010010,521010,010,2014,12,,,1,5,,1,OLB077
521010010,521010010,521010,010,2016,13,1,1,4,1,1,1,PLB077
521033010,521033010,521033,010,2010,10,1,1,4,1,1,1,MLB051
521033010,521033010,521033,010,2012,11,,,1,5,,1,NLB085
521033010,521033010,521033,010,2014,12,2,2,4,1,1,1,OLB077
521033010,521033010,521033,010,2016,13,,,1,5,,1,PLB077
521033020,521033020,521033,020,2010,10,1,1,4,1,1,1,MLB051
521033020,521033020,521033,020,2012,11,,,1,5,,1,NLB085
521033020,521033020,521033,020,2014,12,1,1,4,1,1,1,OLB077
521033020,521033020,521033,020,2016,13,,,1,5,,1,PLB077
521057010,521057010,521057,010,2010,10,,,4,1,5,1,MLB051
521060010,521060010,521060,010,2010,10,,,1,5,,1,MLB051
521060010,521060010,521060,010,2012,11,1,1,4,1,1,1,NLB085
521060010,521060010,521060,010,2014,12,,,1,5,,1,OLB077
521060010,521060010,521060,010,2016,13,1,1,4,1,1,1,PLB077
521060020,521060020,521060,020,2010,10,,,1,5,,1,MLB051
521060020,521060020,521060,020,2012,11,,,4,1,1,1,NLB085
521060020,521060020,521060,020,2014,12,,,1,5,,1,OLB077
521060020,521060020,521060,020,2016,13,1,1,4,1,1,1,PLB077
521068010,521068010,521068,010,2010,10,,,1,5,,1,MLB051
521068010,521068010,521068,010,2012,11,,,4,1,1,1,NLB085
521068010,521068010,521068,010,2014,12,,,1,5,,1,OLB077
521068010,521068010,521068,010,2016,13,1,1,4,1,1,1,PLB077
521068011,521068011,521068,011,2014,12,,,1,5,,1,OLB077
521068011,521068011,521068,011,2016,13,1,1,4,1,1,1,PLB077
521070010,521070010,521070,010,2010,10,,,4,1,5,1,MLB051
521070010,521070010,521070,010,2012,11,,,1,5,,1,NLB085
521070010,521070010,521070,010,2014,12,1,1,2,1,1,1,OLB077
521070010,521070010,521070,010,2016,13,,,1,5,,1,PLB077
521073010,521073010,521073,010,2010,10,,,4,1,5,1,MLB051
521073010,521073010,521073,010,2012,11,,,1,5,,1,NLB085
521087010,521087010,521087,010,2010,10,,,4,1,5,1,MLB051
521087010,521087010,521087,010,2012,11,,,1,5,,1,NLB085
521087010,521087010,521087,010,2014,12,1,1,4,1,1,1,OLB077
521087010,521087010,521087,010,2016,13,,,1,5,,1,PLB077
521087011,521087011,521087,011,2014,12,,,4,1,5,1,OLB077
521087011,521087011,521087,011,2016,13,,,1,5,,1,PLB077
521092010,521092010,521092,010,2010,10,1,1,4,1,1,1,MLB051
521092010,521092010,521092,010,2012,11,,,1,5,,1,NLB085
521092010,521092010,521092,010,2014,12,1,1,4,1,1,1,OLB077
521092010,521092010,521092,010,2016,13,,,1,5,,1,PLB077
521092020,521092020,521092,020,2010,10,1,1,4,1,1,1,MLB051
521092020,521092020,521092,020,2012,11,,,1,5,,1,NLB085
521092020,521092020,521092,020,2014,12,1,1,4,1,1,1,OLB077
521092020,521092020,521092,020,2016,13,,,1,5,,1,PLB077
521099010,521099010,521099,010,2010,10,,,1,5,,1,MLB051
521099010,521099010,521099,010,2012,11,1,1,4,1,1,1,NLB085
521099010,521099010,521099,010,2014,12,,,1,5,,1,OLB077
521099010,521099010,521099,010,2016,13,,,4,1,5,1,PLB077
521099020,521099020,521099,020,2010,10,,,1,5,,1,MLB051
521099020,521099020,521099,020,2012,11,1,1,4,1,1,1,NLB085
521099020,521099020,521099,020,2014,12,,,1,5,,1,OLB077
521099020,521099020,521099,020,2016,13,1,1,4,1,1,1,PLB077
521100010,521100010,521100,010,2010,10,,,1,5,,1,MLB051
521100010,521100010,521100,010,2012,11,1,1,4,1,1,1,NLB085
521100020,521100020,521100,020,2010,10,,,1,5,,1,MLB051
521100020,521100020,521100,020,2012,11,1,1,4,1,1,1,NLB085
521100020,521100020,521100,020,2014,12,,,1,5,,1,OLB077
521102010,521102010,521102,010,2010,10,,,1,5,,1,MLB051
521102010,521102010,521102,010,2012,11,1,1,4,1,1,1,NLB085
521102010,521102010,521102,010,2014,12,,,1,5,,1,OLB077
521102010,521102010,521102,010,2016,13,1,1,4,1,1,1,PLB077
521102020,521102020,521102,020,2010,10,,,1,5,,1,MLB051
521102020,521102020,521102,020,2012,11,1,1,4,1,1,1,NLB085
521102020,521102020,521102,020,2016,13,,,2,1,5,1,PLB077
521103010,521103010,521103,010,2010,10,,,4,1,5,1,MLB051
521103010,521103010,521103,010,2012,11,,,1,5,,1,NLB085
521103010,521103010,521103,010,2014,12,,,4,1,5,1,OLB077
521103010,521103010,521103,010,2016,13,,,1,5,,1,PLB077
521103020,521103020,521103,020,2010,10,1,1,4,1,1,1,MLB051
521103020,521103020,521103,020,2012,11,,,1,5,,1,NLB085
521103020,521103020,521103,020,2014,12,,,4,1,5,1,OLB077
521103020,521103020,521103,020,2016,13,,,1,5,,1,PLB077
521113010,521113010,521113,010,2010,10,,,1,5,,1,MLB051
521113010,521113010,521113,010,2012,11,1,1,4,1,1,1,NLB085
521113010,521113010,521113,010,2014,12,,,1,5,,1,OLB077
521113010,521113010,521113,010,2016,13,,,4,1,5,1,PLB077
521115010,521115010,521115,010,2010,10,,,1,5,,1,MLB051
521115020,521115020,521115,020,2010,10,,,1,5,,1,MLB051
521117010,521117010,521117,010,2010,10,,,1,5,,1,MLB051
521117010,521117010,521117,010,2012,11,1,1,4,1,1,1,NLB085
521117010,521117010,521117,010,2014,12,,,1,5,,1,OLB077
521117010,521117010,521117,010,2016,13,1,1,4,1,1,1,PLB077
521117020,521117020,521117,020,2010,10,,,1,5,,1,MLB051
521117020,521117020,521117,020,2012,11,1,1,4,1,1,1,NLB085
521117020,521117020,521117,020,2014,12,,,1,5,,1,OLB077
521117020,521117020,521117,020,2016,13,1,1,4,1,1,1,PLB077
521129010,521129010,521129,010,2010,10,,,1,5,,1,MLB051
521129010,521129010,521129,010,2012,11,,,4,1,1,1,NLB085
521129010,521129010,521129,010,2014,12,,,1,5,,1,OLB077
521129010,521129010,521129,010,2016,13,1,1,4,1,1,1,PLB077
521129020,521129020,521129,020,2010,10,,,1,5,,1,MLB051
521129020,521129020,521129,020,2012,11,1,1,4,1,1,1,NLB085
521129020,521129020,521129,020,2014,12,,,1,5,,1,OLB077
521129020,521129020,521129,020,2016,13,1,1,4,1,1,1,PLB077
521141010,521141010,521141,010,2010,10,,,4,1,5,1,MLB051
521141010,521141010,521141,010,2012,11,,,1,5,,1,NLB085
521141010,521141010,521141,010,2014,12,,,4,1,5,1,OLB077
521141010,521141010,521141,010,2016,13,,,1,5,,1,PLB077
521142010,521142010,521142,010,2010,10,,,1,5,,1,MLB051
521142010,521142010,521142,010,2012,11,1,1,4,1,1,1,NLB085
521142010,521142010,521142,010,2014,12,,,1,5,,1,OLB077
521142010,521142010,521142,010,2016,13,1,1,4,1,1,1,PLB077
521142011,521142011,521142,011,2014,12,,,1,5,,1,OLB077
521142011,521142011,521142,011,2016,13,,,4,1,1,1,PLB077
521155010,521155010,521155,010,2010,10,,,1,5,,1,MLB051
521155010,521155010,521155,010,2012,11,1,1,4,1,1,1,NLB085
521155010,521155010,521155,010,2014,12,,,1,5,,1,OLB077
521155010,521155010,521155,010,2016,13,1,1,4,1,1,1,PLB077
521157010,521157010,521157,010,2010,10,,,1,5,,1,MLB051
521157010,521157010,521157,010,2012,11,1,1,4,1,1,1,NLB085
521157010,521157010,521157,010,2014,12,,,1,5,,1,OLB077
521157010,521157010,521157,010,2016,13,1,1,4,1,1,1,PLB077
521157020,521157020,521157,020,2010,10,,,1,5,,1,MLB051
521157020,521157020,521157,020,2012,11,1,1,4,1,1,1,NLB085
521157020,521157020,521157,020,2014,12,,,1,5,,1,OLB077
521157020,521157020,521157,020,2016,13,1,1,4,1,1,1,PLB077
521163010,521163010,521163,010,2010,10,,,1,5,,1,MLB051
521163010,521163010,521163,010,2012,11,1,1,4,1,1,1,NLB085
521163010,521163010,521163,010,2014,12,,,1,5,,1,OLB077
521163010,521163010,521163,010,2016,13,,,4,1,5,1,PLB077
521164010,521164010,521164,010,2010,10,,,4,1,5,1,MLB051
521164010,521164010,521164,010,2012,11,,,1,5,,1,NLB085
521164010,521164010,521164,010,2014,12,1,1,2,1,1,1,OLB077
521164011,521164011,521164,011,2012,11,,,1,5,,1,NLB085
521164011,521164011,521164,011,2014,12,1,1,2,1,1,1,OLB077
521164011,521164011,521164,011,2016,13,,,1,5,,1,PLB077
521168010,521168010,521168,010,2010,10,,,4,1,5,1,MLB051
521168020,521168020,521168,020,2010,10,,,4,1,5,1,MLB051
521168020,521168020,521168,020,2012,11,,,1,5,,1,NLB085
521168020,521168020,521168,020,2016,13,,,1,5,,1,PLB077
521174010,521174010,521174,010,2010,10,,,1,5,,1,MLB051
521174010,521174010,521174,010,2012,11,1,1,4,1,1,1,NLB085
521174020,521174020,521174,020,2010,10,,,1,5,,1,MLB051
521181010,521181010,521181,010,2010,10,,,1,5,,1,MLB051
521181010,521181010,521181,010,2012,11,,,4,1,5,1,NLB085
521181010,521181010,521181,010,2014,12,,,1,5,,1,OLB077
521181010,521181010,521181,010,2016,13,,,4,1,5,1,PLB077
521188010,521188010,521188,010,2010,10,,,1,5,,1,MLB051
521188010,521188010,521188,010,2012,11,,,4,1,1,1,NLB085
521188010,521188010,521188,010,2014,12,,,1,5,,1,OLB077
521188020,521188020,521188,020,2010,10,,,1,5,,1,MLB051
